,Ret_time,ticker,pos,neu,neg,ret
1303,2/4/21,AMC,0,1,0,-0.016949216
1304,2/4/21,GME,0,1,0,-0.185876255
1305,2/4/21,AMC,0,1,0,-0.016949216
1306,2/4/21,DD,0,0.766,0.234,-0.015719976
1307,2/4/21,GME,0,1,0,-0.185876255
1308,2/4/21,RH,0,1,0,-0.013017401
1309,2/4/21,GME,0.061,0.825,0.114,-0.185876255
1310,2/4/21,AMC,0,1,0,-0.016949216
1311,2/4/21,GME,0.291,0.709,0,-0.185876255
1312,2/4/21,GME,0,0.903,0.097,-0.185876255
1313,2/4/21,AMC,0,0.903,0.097,-0.016949216
1314,2/4/21,AMC,0,0.85,0.15,-0.016949216
1315,2/4/21,BB,0,0.902,0.098,0.03412966
1316,2/4/21,AMC,0,0.902,0.098,-0.016949216
1317,2/4/21,GME,0,1,0,-0.185876255
1318,2/4/21,AMC,0,1,0,-0.016949216
1319,2/4/21,GME,0,0.77,0.23,-0.185876255
1320,2/4/21,RH,0,1,0,-0.013017401
1321,2/4/21,GME,0,1,0,-0.185876255
1322,2/4/21,GME,0,1,0,-0.185876255
1323,2/4/21,RH,0,1,0,-0.013017401
1324,2/4/21,GME,0.217,0.783,0,-0.185876255
1325,2/4/21,GME,0,1,0,-0.185876255
1326,2/4/21,GME,0,0.632,0.368,-0.185876255
1327,2/4/21,GME,0,0.864,0.136,-0.185876255
1328,2/4/21,AMC,0,0.864,0.136,-0.016949216
1329,2/4/21,AMC,0,1,0,-0.016949216
1330,2/4/21,GME,0,0.889,0.111,-0.185876255
1331,2/4/21,AMC,0,0.889,0.111,-0.016949216
1332,2/4/21,AMC,0,0.685,0.315,-0.016949216
1333,2/4/21,GME,0.196,0.804,0,-0.185876255
1334,2/4/21,GME,0,1,0,-0.185876255
1335,2/4/21,GME,0,1,0,-0.185876255
1336,2/4/21,GME,0.132,0.868,0,-0.185876255
1337,2/4/21,GME,0,0.859,0.141,-0.185876255
1338,2/4/21,AMC,0,0.859,0.141,-0.016949216
1339,2/4/21,GME,0.167,0.833,0,-0.185876255
1340,2/4/21,GME,0.091,0.909,0,-0.185876255
1341,2/4/21,GME,0.206,0.645,0.148,-0.185876255
1342,2/4/21,GME,0.099,0.707,0.194,-0.185876255
1343,2/4/21,GME,0.214,0.726,0.06,-0.185876255
1344,2/4/21,AMC,0.059,0.941,0,-0.016949216
1345,2/4/21,GME,0,1,0,-0.185876255
1346,2/4/21,GME,0,1,0,-0.185876255
1347,2/4/21,BB,0.459,0.541,0,0.03412966
1348,2/4/21,GME,0,0.667,0.333,-0.185876255
1349,2/4/21,GME,0,1,0,-0.185876255
1350,2/4/21,AMC,0.356,0.644,0,-0.016949216
1351,2/4/21,AMC,0,0.758,0.242,-0.016949216
1352,2/4/21,GME,0.429,0.571,0,-0.185876255
1353,2/4/21,GME,0,0.833,0.167,-0.185876255
1354,2/4/21,AMC,0,1,0,-0.016949216
1355,2/4/21,GME,0.5,0.5,0,-0.185876255
1356,2/4/21,GME,0,1,0,-0.185876255
1357,2/4/21,GME,0,0.635,0.365,-0.185876255
1358,2/4/21,GME,0,1,0,-0.185876255
1359,2/4/21,GME,0.351,0.649,0,-0.185876255
1360,2/4/21,AMC,0,1,0,-0.016949216
1361,2/4/21,GME,0.136,0.864,0,-0.185876255
1362,2/4/21,GME,0.09,0.847,0.063,-0.185876255
1363,2/4/21,GME,0.294,0.706,0,-0.185876255
1364,2/4/21,GME,0.221,0.382,0.397,-0.185876255
1365,2/4/21,GME,0,1,0,-0.185876255
1366,2/4/21,AMC,0,1,0,-0.016949216
1367,2/4/21,TD,0.044,0.799,0.157,0.004498352
1368,2/4/21,AMC,0.286,0.714,0,-0.016949216
1369,2/4/21,AMC,0.415,0.585,0,-0.016949216
1370,2/4/21,GME,0,1,0,-0.185876255
1371,2/4/21,AMC,0,1,0,-0.016949216
1372,2/4/21,GME,0.37,0.63,0,-0.185876255
1373,2/4/21,GME,0,0.867,0.133,-0.185876255
1374,2/4/21,GME,0,0.86,0.14,-0.185876255
1375,2/4/21,GME,0.115,0.885,0,-0.185876255
1376,2/4/21,GME,0.412,0.588,0,-0.185876255
1377,2/4/21,GME,0,1,0,-0.185876255
1378,2/4/21,AMC,0,1,0,-0.016949216
1379,2/4/21,GME,0,0.789,0.211,-0.185876255
1380,2/4/21,GME,0,1,0,-0.185876255
1381,2/4/21,GME,0,0.887,0.113,-0.185876255
1382,2/4/21,DD,0,1,0,-0.015719976
1383,2/4/21,AMC,0,0.596,0.404,-0.016949216
1384,2/4/21,DD,0,1,0,-0.015719976
1385,2/4/21,RH,0.088,0.912,0,-0.013017401
1386,2/4/21,GME,0.088,0.912,0,-0.185876255
1387,2/4/21,GME,0,1,0,-0.185876255
1388,2/4/21,GME,0.15,0.85,0,-0.185876255
1389,2/4/21,AMC,0,1,0,-0.016949216
1390,2/4/21,GME,0,0.868,0.132,-0.185876255
1391,2/4/21,GME,0.24,0.76,0,-0.185876255
1392,2/4/21,GME,0.286,0.714,0,-0.185876255
1393,2/4/21,GME,0,0.783,0.217,-0.185876255
1394,2/4/21,RH,0,0.588,0.412,-0.013017401
1395,2/4/21,GME,0,0.588,0.412,-0.185876255
1396,2/4/21,DD,0,0.695,0.305,-0.015719976
1397,2/4/21,AMC,0.304,0.696,0,-0.016949216
1398,2/4/21,GME,0.125,0.714,0.161,-0.185876255
1399,2/4/21,GME,0,1,0,-0.185876255
1400,2/4/21,GME,0,0.566,0.434,-0.185876255
1401,2/4/21,GME,0.109,0.742,0.148,-0.185876255
1402,2/4/21,GME,0,1,0,-0.185876255
1403,2/4/21,DD,0.106,0.756,0.138,-0.015719976
1404,2/4/21,AMC,0,1,0,-0.016949216
1405,2/4/21,GME,0,1,0,-0.185876255
1406,2/4/21,TSLA,0,0.741,0.259,-0.025107773
1407,2/4/21,NOK,0.255,0.745,0,-0.030237715
1408,2/4/21,BB,0.134,0.866,0,0.03412966
1409,2/4/21,GME,0,1,0,-0.185876255
1410,2/4/21,GME,0,1,0,-0.185876255
1411,2/4/21,GME,0.094,0.906,0,-0.185876255
1412,2/4/21,GME,0.126,0.709,0.165,-0.185876255
1413,2/4/21,GME,0,1,0,-0.185876255
1414,2/4/21,GME,0.117,0.782,0.101,-0.185876255
1415,2/4/21,AM,0,1,0,0.042471139
1416,2/4/21,DD,0.281,0.719,0,-0.015719976
1417,2/4/21,GME,0,0.704,0.296,-0.185876255
1418,2/4/21,DD,0,1,0,-0.015719976
1419,2/4/21,GME,0.046,0.954,0,-0.185876255
1420,2/4/21,GME,0,1,0,-0.185876255
1421,2/4/21,BB,0.112,0.888,0,0.03412966
1422,2/4/21,GME,0,1,0,-0.185876255
1423,2/4/21,BB,0,1,0,0.03412966
1424,2/4/21,GME,0,1,0,-0.185876255
1425,2/4/21,AMC,0,1,0,-0.016949216
1426,2/4/21,PLTR,0,1,0,0.005866084
1427,2/4/21,GME,0,1,0,-0.185876255
1428,2/4/21,GME,0.167,0.833,0,-0.185876255
1429,2/4/21,GME,0.076,0.856,0.067,-0.185876255
1430,2/4/21,BB,0.25,0.628,0.122,0.03412966
1431,2/4/21,GME,0.25,0.628,0.122,-0.185876255
1432,2/4/21,AMC,0.25,0.628,0.122,-0.016949216
1433,2/4/21,GME,0.226,0.723,0.051,-0.185876255
1434,2/4/21,PLTR,0.524,0.476,0,0.005866084
1435,2/4/21,BB,0,1,0,0.03412966
1436,2/4/21,GME,0.221,0.779,0,-0.185876255
1437,2/4/21,AMC,0.221,0.779,0,-0.016949216
1438,2/4/21,GME,0,1,0,-0.185876255
1439,2/4/21,DD,0.08,0.92,0,-0.015719976
1440,2/4/21,GME,0,0.745,0.255,-0.185876255
1441,2/4/21,DD,0,1,0,-0.015719976
1442,2/4/21,ONE,0,1,0,-0.008064508
1443,2/4/21,GME,0.231,0.769,0,-0.185876255
1444,2/4/21,GME,0.112,0.791,0.098,-0.185876255
1445,2/4/21,GME,0.202,0.678,0.12,-0.185876255
1446,2/4/21,GME,0,0.842,0.158,-0.185876255
1447,2/4/21,DD,0,1,0,-0.015719976
1448,2/4/21,GME,0.135,0.865,0,-0.185876255
1449,2/4/21,GME,0,1,0,-0.185876255
1450,2/4/21,DD,0,1,0,-0.015719976
1451,2/4/21,GME,0,0.819,0.181,-0.185876255
1452,2/4/21,DD,0,1,0,-0.015719976
1453,2/4/21,GME,0,1,0,-0.185876255
1454,2/4/21,AMC,0,1,0,-0.016949216
1455,2/4/21,AMC,0.163,0.667,0.17,-0.016949216
1456,2/4/21,AM,0,0.822,0.178,0.042471139
1457,2/4/21,GME,0,1,0,-0.185876255
1458,2/4/21,AMC,0,1,0,-0.016949216
1459,2/4/21,GME,0,1,0,-0.185876255
1460,2/4/21,GME,0,1,0,-0.185876255
1461,2/4/21,BY,0,0.789,0.211,0.010759068
1462,2/4/21,AMC,0.257,0.743,0,-0.016949216
1463,2/4/21,GME,0.232,0.402,0.365,-0.185876255
1464,2/4/21,GME,0,1,0,-0.185876255
1465,2/4/21,GME,0.361,0.639,0,-0.185876255
1466,2/4/21,GME,0,0.685,0.315,-0.185876255
1467,2/4/21,GME,0.194,0.806,0,-0.185876255
1468,2/4/21,DD,0.089,0.835,0.076,-0.015719976
1469,2/4/21,GME,0,1,0,-0.185876255
1470,2/4/21,GME,0.28,0.72,0,-0.185876255
1471,2/4/21,RH,0.12,0.88,0,-0.013017401
1472,2/4/21,GME,0.328,0.672,0,-0.185876255
1473,2/4/21,GME,0,1,0,-0.185876255
1474,2/4/21,AMC,0,0.864,0.136,-0.016949216
1475,2/4/21,GME,0,1,0,-0.185876255
1476,2/4/21,GME,0.128,0.872,0,-0.185876255
1477,2/4/21,GME,0.178,0.681,0.141,-0.185876255
1478,2/4/21,GME,0.128,0.872,0,-0.185876255
1479,2/4/21,GME,0,1,0,-0.185876255
1480,2/4/21,BB,0.073,0.927,0,0.03412966
1481,2/4/21,GME,0.073,0.927,0,-0.185876255
1482,2/4/21,AMC,0.073,0.927,0,-0.016949216
1483,2/4/21,DD,0,0.833,0.167,-0.015719976
1484,2/4/21,GME,0,0.548,0.452,-0.185876255
1485,2/4/21,GME,0,1,0,-0.185876255
1486,2/4/21,DD,0.146,0.854,0,-0.015719976
1487,2/4/21,GME,0.146,0.854,0,-0.185876255
1488,2/4/21,CRSR,0,1,0,0.122067016
1489,2/4/21,DD,0,1,0,-0.015719976
1490,2/4/21,GME,0,0.759,0.241,-0.185876255
1491,2/4/21,GME,0,0.766,0.234,-0.185876255
1492,2/4/21,AMC,0,0.766,0.234,-0.016949216
1493,2/4/21,GME,0,1,0,-0.185876255
1494,2/4/21,GME,0.099,0.901,0,-0.185876255
1495,2/4/21,RH,0,0.876,0.124,-0.013017401
1496,2/4/21,RH,0,1,0,-0.013017401
1497,2/4/21,GME,0.243,0.757,0,-0.185876255
1498,2/4/21,GME,0.068,0.757,0.176,-0.185876255
1499,2/4/21,RH,0,0.89,0.11,-0.013017401
1500,2/4/21,GME,0,0.685,0.315,-0.185876255
1501,2/4/21,GME,0.217,0.783,0,-0.185876255
1502,2/4/21,AMC,0.217,0.783,0,-0.016949216
1503,2/4/21,GME,0,0.722,0.278,-0.185876255
1504,2/4/21,GME,0.101,0.899,0,-0.185876255
1505,2/4/21,GME,0,0.727,0.273,-0.185876255
1506,2/4/21,GME,0.097,0.815,0.088,-0.185876255
1507,2/4/21,BB,0.261,0.667,0.072,0.03412966
1508,2/4/21,GME,0.073,0.805,0.123,-0.185876255
1509,2/5/21,GME,0.102,0.898,0,-0.407391167
1510,2/5/21,GME,0,1,0,-0.407391167
1511,2/5/21,AMC,0,1,0,-0.175862042
1512,2/5/21,GME,0.255,0.745,0,-0.407391167
1513,2/5/21,GME,0,0.568,0.432,-0.407391167
1514,2/5/21,GME,0,1,0,-0.407391167
1515,2/5/21,BB,0.07,0.93,0,-0.016501635
1516,2/5/21,GME,0,1,0,-0.407391167
1517,2/5/21,AMC,0,1,0,-0.175862042
1518,2/5/21,GME,0,1,0,-0.407391167
1519,2/5/21,GME,0,0.755,0.245,-0.407391167
1520,2/5/21,RH,0,0.594,0.406,0.031641182
1521,2/5/21,GME,0.269,0.608,0.124,-0.407391167
1522,2/5/21,GME,0,1,0,-0.407391167
1523,2/5/21,DD,0,1,0,0.032747247
1524,2/5/21,AMC,0,1,0,-0.175862042
1525,2/5/21,GME,0,1,0,-0.407391167
1526,2/5/21,SNDL,0,1,0,-0.047999954
1527,2/5/21,GME,0,1,0,-0.407391167
1528,2/5/21,NOK,0,1,0,-0.035634683
1529,2/5/21,GME,0,0.861,0.139,-0.407391167
1530,2/5/21,AMC,0,0.861,0.139,-0.175862042
1531,2/5/21,GME,0.308,0.692,0,-0.407391167
1532,2/5/21,DD,0,1,0,0.032747247
1533,2/5/21,GME,0.167,0.833,0,-0.407391167
1534,2/5/21,GME,0,0.78,0.22,-0.407391167
1535,2/5/21,GME,0.256,0.744,0,-0.407391167
1536,2/5/21,DD,0,1,0,0.032747247
1537,2/5/21,BB,0,1,0,-0.016501635
1538,2/5/21,GME,0,1,0,-0.407391167
1539,2/5/21,DD,0,1,0,0.032747247
1540,2/5/21,ONE,0.168,0.42,0.412,0.081300799
1541,2/5/21,GME,0,0.667,0.333,-0.407391167
1542,2/5/21,GME,0.131,0.738,0.131,-0.407391167
1543,2/5/21,GME,0,1,0,-0.407391167
1544,2/5/21,AMC,0,1,0,-0.175862042
1545,2/5/21,BB,0,1,0,-0.016501635
1546,2/5/21,GME,0.168,0.636,0.197,-0.407391167
1547,2/5/21,GME,0,1,0,-0.407391167
1548,2/5/21,GME,0,1,0,-0.407391167
1549,2/5/21,BB,0,0.753,0.247,-0.016501635
1550,2/5/21,AMC,0,1,0,-0.175862042
1551,2/5/21,GME,0,1,0,-0.407391167
1552,2/5/21,AMC,0,1,0,-0.175862042
1553,2/5/21,SPCE,0.623,0.377,0,-0.032456114
1554,2/5/21,BB,0.106,0.821,0.073,-0.016501635
1555,2/5/21,AMC,0.264,0.603,0.133,-0.175862042
1556,2/5/21,NOK,0.185,0.815,0,-0.035634683
1557,2/5/21,DD,0.185,0.815,0,0.032747247
1558,2/5/21,GME,0.109,0.891,0,-0.407391167
1559,2/5/21,GME,0.348,0.652,0,-0.407391167
1560,2/5/21,RH,0,1,0,0.031641182
1561,2/5/21,GME,0,1,0,-0.407391167
1562,2/5/21,AMC,0,1,0,-0.175862042
1563,2/5/21,GME,0,1,0,-0.407391167
1564,2/5/21,GME,0,1,0,-0.407391167
1565,2/5/21,AMC,0,1,0,-0.175862042
1566,2/5/21,BB,0.279,0.721,0,-0.016501635
1567,2/5/21,AMC,0.239,0.761,0,-0.175862042
1568,2/5/21,GME,0.262,0.738,0,-0.407391167
1569,2/5/21,BB,0.157,0.796,0.047,-0.016501635
1570,2/5/21,GME,0,1,0,-0.407391167
1571,2/5/21,GME,0.167,0.833,0,-0.407391167
1572,2/5/21,GME,0,0.893,0.107,-0.407391167
1573,2/5/21,DD,0,1,0,0.032747247
1574,2/5/21,GME,0,1,0,-0.407391167
1575,2/5/21,AMC,0.154,0.846,0,-0.175862042
1576,2/5/21,GME,0,0.87,0.13,-0.407391167
1577,2/5/21,BB,0,1,0,-0.016501635
1578,2/5/21,GME,0,1,0,-0.407391167
1579,2/5/21,GME,0.279,0.523,0.198,-0.407391167
1580,2/5/21,GME,0,1,0,-0.407391167
1581,2/5/21,NOK,0,1,0,-0.035634683
1582,2/5/21,GME,0,1,0,-0.407391167
1583,2/5/21,GME,0,1,0,-0.407391167
1584,2/5/21,AMC,0,1,0,-0.175862042
1585,2/5/21,SNDL,0,1,0,-0.047999954
1586,2/5/21,GME,0,1,0,-0.407391167
1587,2/5/21,GME,0.268,0.732,0,-0.407391167
1588,2/5/21,AMC,0.264,0.518,0.218,-0.175862042
1589,2/5/21,GME,0,1,0,-0.407391167
1590,2/5/21,GME,0,1,0,-0.407391167
1591,2/5/21,AMC,0.077,0.923,0,-0.175862042
1592,2/5/21,GME,0.341,0.659,0,-0.407391167
1593,2/5/21,RH,0.081,0.919,0,0.031641182
1594,2/5/21,CRSR,0.484,0.516,0,0.040803888
1595,2/5/21,GME,0.294,0.706,0,-0.407391167
1596,2/5/21,GME,0,1,0,-0.407391167
1597,2/5/21,GME,0,1,0,-0.407391167
1598,2/5/21,GME,0,1,0,-0.407391167
1599,2/5/21,AMC,0,1,0,-0.175862042
1600,2/5/21,GME,0,1,0,-0.407391167
1601,2/5/21,AMC,0.339,0.661,0,-0.175862042
1602,2/5/21,GME,0,1,0,-0.407391167
1603,2/5/21,AMC,0.469,0.531,0,-0.175862042
1604,2/5/21,CRSR,0.286,0.714,0,0.040803888
1605,2/5/21,GME,0,0.845,0.155,-0.407391167
1606,2/5/21,AMC,0,0.845,0.155,-0.175862042
1607,2/5/21,AMC,0,1,0,-0.175862042
1608,2/5/21,RH,0.506,0.494,0,0.031641182
1609,2/5/21,AMC,0.259,0.741,0,-0.175862042
1610,2/4/21,GME,0.213,0.787,0,-0.185876255
1611,2/4/21,AMC,0.182,0.818,0,-0.016949216
1612,2/4/21,AMC,0.278,0.722,0,-0.016949216
1613,2/4/21,CRSR,0.486,0.514,0,0.122067016
1614,2/4/21,GME,0,1,0,-0.185876255
1615,2/4/21,AMC,0,1,0,-0.016949216
1616,2/4/21,RH,0.295,0.705,0,-0.013017401
1617,2/4/21,GME,0,1,0,-0.185876255
1618,2/4/21,RH,0.251,0.749,0,-0.013017401
1619,2/4/21,AMC,0,1,0,-0.016949216
1620,2/4/21,GME,0,1,0,-0.185876255
1621,2/4/21,GME,0.172,0.828,0,-0.185876255
1622,2/4/21,GME,0,1,0,-0.185876255
1623,2/4/21,DD,0.11,0.89,0,-0.015719976
1624,2/4/21,GME,0.102,0.898,0,-0.185876255
1625,2/4/21,GME,0.324,0.676,0,-0.185876255
1626,2/4/21,AMC,0.324,0.676,0,-0.016949216
1627,2/4/21,GME,0.237,0.763,0,-0.185876255
1628,2/4/21,GME,0,1,0,-0.185876255
1629,2/4/21,DD,0.195,0.805,0,-0.015719976
1630,2/4/21,GME,0.667,0.333,0,-0.185876255
1631,2/4/21,GME,0,0.891,0.109,-0.185876255
1632,2/4/21,GME,0,0.881,0.119,-0.185876255
1633,2/4/21,AMC,0,0.93,0.07,-0.016949216
1634,2/4/21,GME,0.179,0.609,0.211,-0.185876255
1635,2/4/21,AMC,0.179,0.609,0.211,-0.016949216
1636,2/4/21,GME,0,1,0,-0.185876255
1637,2/4/21,GME,0,1,0,-0.185876255
1638,2/4/21,DD,0,1,0,-0.015719976
1639,2/4/21,GME,0.191,0.809,0,-0.185876255
1640,2/4/21,AM,0.339,0.565,0.096,0.042471139
1641,2/4/21,GME,0.185,0.764,0.051,-0.185876255
1642,2/4/21,GME,0,1,0,-0.185876255
1643,2/4/21,GME,0,1,0,-0.185876255
1644,2/4/21,GME,0,1,0,-0.185876255
1645,2/4/21,GME,0,1,0,-0.185876255
1646,2/4/21,GME,0,1,0,-0.185876255
1647,2/4/21,GME,0,1,0,-0.185876255
1648,2/4/21,AMC,0,1,0,-0.016949216
1649,2/4/21,PLTR,0,1,0,0.005866084
1650,2/4/21,GME,0,1,0,-0.185876255
1651,2/4/21,NOK,0.136,0.864,0,-0.030237715
1652,2/4/21,GME,0,1,0,-0.185876255
1653,2/4/21,AMC,0,0.951,0.049,-0.016949216
1654,2/4/21,GME,0,1,0,-0.185876255
1655,2/4/21,GME,0.298,0.702,0,-0.185876255
1656,2/4/21,DD,0.324,0.676,0,-0.015719976
1657,2/4/21,GME,0.231,0.769,0,-0.185876255
1658,2/4/21,GME,0,1,0,-0.185876255
1659,2/4/21,GME,0,0.796,0.204,-0.185876255
1660,2/4/21,GME,0.133,0.829,0.038,-0.185876255
1661,2/4/21,GME,0.089,0.818,0.094,-0.185876255
1662,2/4/21,NOK,0.145,0.777,0.078,-0.030237715
1663,2/4/21,GME,0,1,0,-0.185876255
1664,2/4/21,GME,0,1,0,-0.185876255
1665,2/4/21,GME,0,1,0,-0.185876255
1666,2/4/21,GME,0,1,0,-0.185876255
1667,2/4/21,GME,0,1,0,-0.185876255
1668,2/4/21,GME,0,0.924,0.076,-0.185876255
1669,2/4/21,GME,0.139,0.819,0.043,-0.185876255
1670,2/4/21,DD,0.55,0.45,0,-0.015719976
1671,2/4/21,GME,0,1,0,-0.185876255
1672,2/4/21,GME,0.234,0.593,0.173,-0.185876255
1673,2/4/21,GME,0,1,0,-0.185876255
1674,2/4/21,GME,0,0.764,0.236,-0.185876255
1675,2/4/21,TSLA,0.545,0.455,0,-0.025107773
1676,2/4/21,GME,0.184,0.816,0,-0.185876255
1677,2/4/21,GME,0.122,0.709,0.17,-0.185876255
1678,2/4/21,NOK,0.162,0.588,0.25,-0.030237715
1679,2/4/21,BB,0.343,0.657,0,0.03412966
1680,2/4/21,GME,0.343,0.657,0,-0.185876255
1681,2/4/21,NOK,0,1,0,-0.030237715
1682,2/4/21,BB,0,1,0,0.03412966
1683,2/4/21,GME,0.324,0.676,0,-0.185876255
1684,2/4/21,NIO,0,1,0,0.050571871
1685,2/5/21,GME,0.125,0.799,0.075,-0.407391167
1686,2/5/21,AMC,0.139,0.861,0,-0.175862042
1687,2/5/21,GME,0.425,0.575,0,-0.407391167
1688,2/5/21,AMC,0.111,0.726,0.164,-0.175862042
1689,2/5/21,BB,0.239,0.761,0,-0.016501635
1690,2/5/21,GME,0.239,0.761,0,-0.407391167
1691,2/5/21,GME,0,0.613,0.387,-0.407391167
1692,2/5/21,GME,0.217,0.783,0,-0.407391167
1693,2/5/21,GME,0.253,0.5,0.247,-0.407391167
1694,2/5/21,GME,0,1,0,-0.407391167
1695,2/5/21,DD,0.222,0.675,0.103,0.032747247
1696,2/5/21,GME,0.159,0.841,0,-0.407391167
1697,2/5/21,AMC,0.159,0.841,0,-0.175862042
1698,2/5/21,SPCE,0.321,0.679,0,-0.032456114
1699,2/5/21,GME,0.253,0.747,0,-0.407391167
1700,2/5/21,GME,0.123,0.877,0,-0.407391167
1701,2/5/21,GME,0,1,0,-0.407391167
1702,2/5/21,DD,0,1,0,0.032747247
1703,2/5/21,AMC,0,1,0,-0.175862042
1704,2/5/21,GME,0.14,0.578,0.283,-0.407391167
1705,2/5/21,GME,0,0.566,0.434,-0.407391167
1706,2/5/21,AM,0,0.569,0.431,-0.011111228
1707,2/5/21,GME,0,1,0,-0.407391167
1708,2/5/21,DD,0,1,0,0.032747247
1709,2/5/21,GME,0,1,0,-0.407391167
1710,2/5/21,AMC,0.259,0.741,0,-0.175862042
1711,2/5/21,GME,0,1,0,-0.407391167
1712,2/5/21,GME,0,0.783,0.217,-0.407391167
1713,2/5/21,GME,0.286,0.714,0,-0.407391167
1714,2/5/21,GME,0,1,0,-0.407391167
1715,2/5/21,GME,0.173,0.827,0,-0.407391167
1716,2/5/21,GME,0.227,0.773,0,-0.407391167
1717,2/5/21,SNDL,0,1,0,-0.047999954
1718,2/5/21,GME,0.164,0.663,0.172,-0.407391167
1719,2/5/21,GME,0.151,0.849,0,-0.407391167
1720,2/5/21,GME,0.263,0.737,0,-0.407391167
1721,2/5/21,AMC,0,1,0,-0.175862042
1722,2/5/21,AMC,0,1,0,-0.175862042
1723,2/5/21,GME,0.333,0.667,0,-0.407391167
1724,2/5/21,GME,0.194,0.576,0.23,-0.407391167
1725,2/5/21,AMC,0.369,0.631,0,-0.175862042
1726,2/5/21,GME,0,1,0,-0.407391167
1727,2/5/21,GME,0.49,0.51,0,-0.407391167
1728,2/5/21,NIO,0.677,0.323,0,-0.017860167
1729,2/5/21,GME,0,1,0,-0.407391167
1730,2/5/21,GME,0.285,0.715,0,-0.407391167
1731,2/5/21,RH,0.361,0.639,0,0.031641182
1732,2/5/21,GME,0,0.776,0.224,-0.407391167
1733,2/5/21,GME,0,1,0,-0.407391167
1734,2/5/21,GME,0.126,0.781,0.093,-0.407391167
1735,2/5/21,RH,0.247,0.753,0,0.031641182
1736,2/5/21,GME,0.247,0.753,0,-0.407391167
1737,2/5/21,AMC,0.247,0.753,0,-0.175862042
1738,2/5/21,DD,0,1,0,0.032747247
1739,2/5/21,AMC,0.119,0.593,0.288,-0.175862042
1740,2/5/21,GME,0,1,0,-0.407391167
1741,2/5/21,GME,0,1,0,-0.407391167
1742,2/5/21,GME,0.293,0.707,0,-0.407391167
1743,2/5/21,GME,0.078,0.841,0.081,-0.407391167
1744,2/5/21,DD,0,1,0,0.032747247
1745,2/5/21,DD,0,0.903,0.097,0.032747247
1746,2/5/21,GME,0.159,0.841,0,-0.407391167
1747,2/5/21,SPCE,0,1,0,-0.032456114
1748,2/5/21,NOK,0,0.835,0.165,-0.035634683
1749,2/5/21,AMC,0.554,0.446,0,-0.175862042
1750,2/5/21,GME,0,1,0,-0.407391167
1751,2/5/21,GME,0.17,0.83,0,-0.407391167
1752,2/5/21,GME,0,0.682,0.318,-0.407391167
1753,2/5/21,GME,0,0.723,0.277,-0.407391167
1754,2/5/21,DD,0.461,0.449,0.09,0.032747247
1755,2/5/21,GME,0,1,0,-0.407391167
1756,2/5/21,GME,0,0.881,0.119,-0.407391167
1757,2/5/21,SPCE,0,0.775,0.225,-0.032456114
1758,2/5/21,AMC,0.393,0.607,0,-0.175862042
1759,2/5/21,GME,0,1,0,-0.407391167
1760,2/5/21,GME,0.405,0.595,0,-0.407391167
1761,2/5/21,DD,0.179,0.672,0.149,0.032747247
1762,2/5/21,DD,0.254,0.746,0,0.032747247
1763,2/5/21,GME,0,1,0,-0.407391167
1764,2/5/21,GME,0,1,0,-0.407391167
1765,2/5/21,GME,0,1,0,-0.407391167
1766,2/5/21,GME,0,1,0,-0.407391167
1767,2/5/21,GME,0,1,0,-0.407391167
1768,2/5/21,TD,0,1,0,0.011023018
1769,2/5/21,GME,0,0.682,0.318,-0.407391167
1770,2/5/21,BB,0,0.74,0.26,-0.016501635
1771,2/5/21,CLOV,0,1,0,0.023692808
1772,2/5/21,GME,0,1,0,-0.407391167
1773,2/5/21,RH,0,1,0,0.031641182
1774,2/5/21,GME,0,1,0,-0.407391167
1775,2/5/21,AMC,0,1,0,-0.175862042
1776,2/5/21,CLOV,0,1,0,0.023692808
1777,2/5/21,GME,0,1,0,-0.407391167
1778,2/5/21,GME,0,1,0,-0.407391167
1779,2/5/21,AMC,0,1,0,-0.175862042
1780,2/5/21,GME,0,1,0,-0.407391167
1781,2/5/21,RH,0,1,0,0.031641182
1782,2/5/21,GME,0,1,0,-0.407391167
1783,2/5/21,GME,0,0.756,0.244,-0.407391167
1784,2/5/21,DD,0.101,0.691,0.207,0.032747247
1785,2/5/21,NOK,0,1,0,-0.035634683
1786,2/5/21,GME,0,1,0,-0.407391167
1787,2/5/21,GME,0,1,0,-0.407391167
1788,2/5/21,GME,0,1,0,-0.407391167
1789,2/5/21,AMC,0,1,0,-0.175862042
1790,2/5/21,GME,0,0.838,0.162,-0.407391167
1791,2/5/21,NOK,0,1,0,-0.035634683
1792,2/5/21,AMC,0,1,0,-0.175862042
1793,2/5/21,AMC,0,1,0,-0.175862042
1794,2/5/21,GME,0,1,0,-0.407391167
1795,2/5/21,GME,0.095,0.905,0,-0.407391167
1796,2/5/21,RH,0,1,0,0.031641182
1797,2/5/21,DD,0,1,0,0.032747247
1798,2/5/21,GME,0,1,0,-0.407391167
1799,2/5/21,NOK,0,1,0,-0.035634683
1800,2/5/21,GME,0.329,0.671,0,-0.407391167
1801,2/5/21,RH,0,1,0,0.031641182
1802,2/5/21,GME,0,1,0,-0.407391167
1803,2/5/21,GME,0.182,0.727,0.091,-0.407391167
1804,2/5/21,GME,0,1,0,-0.407391167
1805,2/5/21,GME,0,1,0,-0.407391167
1806,2/5/21,GME,0,1,0,-0.407391167
1807,2/5/21,GME,0,1,0,-0.407391167
