Day,PLTR,RKT,ONE,AMC,REAL,SPCE,AMD,DD,GME,TSLA,CRSR,RH,BB,CLOV,NOK,AM,WISH,UWMC,BY,MVIS,NIO,APP,SNDL,AAL,TD
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-29,21.780880710633514,,0.49295183433547013,0.6679439440746772,-0.5876405265353941,-0.7071067811865476,0.7071067811865475,-0.7071067811865476,-0.07998945488535605,-0.7071067811865475,-0.8032448613616453,-0.9216171824650021,-0.22705263616081803,,0.9672341462862619,-0.8921671987399391,,,-0.6416555749940738,,-0.7071067811865476,-0.8243445597773283,-0.42426406871192857,-2.3977348125689293,-0.9611858279857814
2021-01-30,4.306365546023779,0.5773502691896257,0.668165749331097,1.0965409485405926,-0.7626856430533359,-0.9659485487337393,0.6273953980005821,-0.5222369967941308,0.16594335607049654,-0.050876470371114806,-0.6694602523005476,-0.6807103764042062,0.5036018252761739,,1.4140063998832384,-0.6147160983061513,,,-0.6475735827774887,,-0.69133759093179,-0.6447559055919494,-0.39091758133310606,-1.0283181617922685,-0.6100560052834743
2021-01-31,3.710413199305045,0.7053673020732246,0.6761991016133838,1.2963684232147292,-0.5749559191743997,-0.8088431167502687,0.5388151770468326,-0.25810543586594736,0.3008669758060439,0.40412246441617933,-0.5560165988381147,-0.6284065075226821,0.45260182438534746,,1.528948362959377,-0.5244172864576977,,,-0.6420270345985563,,-0.6197341457063656,-0.5508631497653091,-0.3492140470952266,-0.7992963172663717,-0.5259161102974552
2021-02-01,2.8924422063833157,0.9129835261144839,0.565848541948024,0.8182960838617995,-0.4713866935287385,-1.002412040099073,0.4795201166173649,-0.1575016931623351,0.4327953738038163,0.6415608233254543,-0.49785387469227094,-0.526109152488511,0.678278997019022,,0.910360304499637,-0.42009224964342795,,,-0.624536869143222,,-0.5478274329039396,-0.4894476963685609,-0.3174693468476547,-0.6825055932901687,-0.6562148269816516
2021-02-02,1.6509877261754773,0.9727847882932588,0.31498065628528044,0.4384659131294779,-0.5788342139096692,-1.0277348838754308,0.4364352574485227,-0.15103839499533067,0.6330842313942316,0.8171552791810777,-0.42245056181602136,-0.5718120406409609,0.5610229291723633,,1.0283885332207994,-0.3791276839336722,,,-0.5362266996135311,,-0.4951629882878766,-0.4450454844128566,-0.29272733126451306,-0.6071106359848965,-0.8366411519978675
2021-02-03,1.7313972709011722,0.9187308390437745,0.37854003919016643,0.23348007529246306,-0.7280303230536809,-1.0693315563261743,0.35246650474415847,0.0178408825388774,0.7704918986032778,-0.016255331648692323,-0.380794481737712,-0.5603575080815457,0.25141910575794174,,0.004126607471088165,-0.2437672802193934,,,-0.5777446402601295,,-0.4554613097263804,-0.4109581579277253,0.13012186328408107,-0.5528497388997601,-0.5758103693450075
2021-02-04,1.7968649108266106,1.0529006458762569,0.3535614769282447,0.4258446812694055,-0.7652245560225578,-1.051401583854632,0.2759875190945001,0.18695839318366864,0.8979212360840271,0.05714094769709811,-0.322072785619827,-0.5018610898505945,0.18334166730612372,,0.05757891097792654,-0.30612382687670875,,0.3535533905932738,-0.6195557792904184,,-0.39970083960376346,-0.3837034191644766,0.1339337535809897,-0.5112333495857039,-0.7000515591571591
2021-02-05,1.124966135393265,1.130805976612008,0.40643366388009294,0.44764887944217807,-0.6044356054791858,-0.985506480602113,0.22425475475596635,0.21409274687717367,0.8518220442057667,0.2539347658302041,-0.2864900447794849,-0.5523158509644338,-0.014758940103053723,0.3333333333333333,-0.10912508828044672,-0.37927462577005067,,0.3342566431704161,-0.5852275132451329,,-0.3639056228569635,-0.361257516924562,0.1271274746917653,-0.4779394101368063,-0.292568018914455
2021-02-06,1.004740755543244,1.2059786908567378,0.3710076498038594,0.44165423948764215,-0.5654866727664032,-0.8932254155297521,0.21346926287939658,0.36490209512765065,0.9417647241349457,0.31549429807692875,-0.2150675037552482,-0.59516560987159,0.130784237819256,-0.3156852591624714,-0.10059778569837746,-0.3591588630438761,,0.47364938589223826,-0.6374777328336856,0.31622776601683794,-0.2503046997065871,-0.34235027193991,0.22310846104239956,-0.4504865962515538,-0.36137828666549404
2021-02-07,0.9220319473294797,1.1687452984473128,0.3530779282245926,0.4615828377541821,-0.5333414784852158,-0.8234105817042073,0.20474628449582527,0.37948957490300517,0.979144646716124,0.30593592366163413,-0.19562111457506975,-0.5543802401276243,0.16541495504668452,-0.24616418364370043,-0.017387151388459303,-0.34194915603162324,,0.4982088570773237,-0.6272820782204216,0.3403782681372844,-0.2250101645332706,-0.3261377583173771,0.21048195221703997,-0.427328327767911,-0.3873308842165261
2021-02-08,0.8538046549585152,1.1069274873217194,0.33752890062315216,0.4982858080030786,-0.5061284927365478,-0.7681237710235957,0.20007751900242463,0.37013371835058445,0.9355867061322006,0.29310548385277224,-0.18242983474433766,-0.5140095168468812,0.16935569696913705,-0.21587197664203767,0.01924929026976958,-0.3270048603413229,,0.5017625632092101,-0.6079425124768617,0.4440783271889399,-0.20838992437794673,-0.31203397899328317,0.22287579224479614,-0.4074409541107205,-0.39426264430344665
2021-02-09,0.7990933667942662,1.0386031164689258,0.3238747030309989,0.5178403928876785,-0.478195505585314,-0.7228858810788328,0.1952473584536528,0.36805126413977773,0.8517301830719666,0.2815764015900033,-0.17302307207597084,-0.48059584602010746,0.16739294427632823,-0.20772125290523832,0.042645666320227975,-0.3138676376028496,,0.49304853928712516,-0.5848251276548442,0.5083249572783347,-0.19690183352317175,-0.29961742635499883,0.22760555997532378,-0.39011505152391157,-0.39006670698593593
