index,PLTR,RKT,ONE,AMC,REAL,SPCE,AMD,DD,GME,TSLA,CRSR,RH,BB,CLOV,NOK,AM,WISH,UWMC,BY,MVIS,NIO,APP,SNDL,AAL,TD
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-29,-0.07410218101500257,0.056981266544438726,-0.03376620240065841,0.19449089869876768,0.07553649298333044,-0.021715724746986156,-0.025270001404766592,0.029141045861183445,0.4328678922833137,0.012195121951219513,-0.08785711015973756,0.02536943176331349,-0.07652798272551375,-0.04939103893269014,-0.009652450851612092,-0.016746260741198064,-0.04050468747377962,-0.01871932253790965,0.06350263856243336,-0.07838178224010023,0.03999296203119341,,-0.13152399432250206,-0.08066893240545901,0.0035056118966297965
2021-02-01,-0.03496309090295269,-0.10987655521585465,-0.0026881694586953775,0.18798039842792358,-0.04588985008132857,0.036703256460336536,-0.00833709168448253,-0.07811706735823837,-0.16631111984830488,-0.018927737316453315,0.013260229756091204,0.01071219910647958,-0.18576191790593094,0.005693944670464504,-0.031189090220141234,0.013381941698008647,0.10207615231413227,0.019076394562120548,0.010056448398394379,0.002743481622931302,0.0006776370719046304,,0.20192305212454734,-0.0770465753296046,-0.006986851259853549
2021-02-02,-0.03481469836359989,0.009246408371666067,0.016172491148951328,-0.4423529681037454,0.026767017721989285,0.242103083038935,0.019117770329484748,-0.003367907889330736,-0.5553449722251091,0.037320875202294344,-0.01592044973685881,0.03208881715353846,-0.07991803612406148,0.016985121668391192,-0.0462777413807935,-0.029877140096120844,0.004709564104669191,0.03251230396310474,0.04542639509775248,0.01778387352373726,-0.034027396849797414,,0.08000004291534402,-0.012753583382868906,0.003518026091881489
2021-02-03,-0.05014660296159217,-0.010535858319366573,-0.013262586888394915,-0.06645561088476434,-0.009775958394160305,-0.14695341505253884,0.0012430852413501986,0.02324941456430716,-0.20424831978243072,0.03828672057570804,0.03089005972797196,-0.021287758866438126,-0.1299183344697893,-0.020876840161727524,-0.02320663111104012,2.1548296447339047e-09,-0.08656251430511464,0.04484735535181755,-0.004166622139873057,0.08198926462673937,-0.01927799268040773,,0.09259250061012038,-0.024662364025816258,0.013146328740963118
2021-02-04,0.0058660835130170804,0.0004629608688195547,-0.00806450837608673,-0.016949216467681,0.009049824168501015,0.14045619291835562,-0.004288908125985589,-0.015719975793760582,-0.1858762547785887,-0.025107772959412338,0.12206701564655505,-0.013017401461129952,0.03412965950654159,-0.1300639632834706,-0.030237714703882843,0.042471139415369605,-0.002736911562056807,0.06392694590296709,0.010759068230075653,0.13664588841394723,0.050571870574599775,,0.05932208098614738,0.05237801926043149,0.0044983516335793915
2021-02-05,0.0009207727934588601,-0.0050902039828395656,0.08130079882499056,-0.17586204212807058,0.030574805503707583,-0.03245611358107169,-0.0007934673980461417,0.0327472470864542,-0.4073911671375323,-0.011695906432748537,0.040803887853926975,0.03164118223987158,-0.01650163458362969,0.02369280778397733,-0.035634682506207764,-0.011111228460685697,0.021269325809502655,-0.12618018813652,0.03548191593252658,0.14754103144832387,-0.01786016704727111,,-0.04799995422363281,0.006865036749196959,0.011023017828013189
2021-02-08,0.14136769469695068,0.0204650727420532,0.011278154829024898,-0.040446298293893956,-0.046281647330493156,0.01523119001535688,0.001815042880831629,0.0012997207424378819,0.3399334277454421,0.02919524604752219,0.012176506591778387,-0.0026625966638085504,0.15604023865539537,0.04070233357945213,-0.011547219363973899,0.01123601945654037,-0.02418546219791374,-0.03339897215770933,0.019462429429462764,0.19428571065266945,-0.011430547769766444,,-0.03361351188145909,-0.015909129578219317,-0.0015331731948602207
2021-02-09,-0.008597519729424649,-0.01777577724515541,-0.033457188884718506,-0.15552327817778347,0.006636244021636976,0.0012502177661328246,0.0348771590556449,-0.026606295196609175,-0.2182019369241604,-0.01673047026905593,0.00966704125273513,0.01764862462862901,-0.012336725659521128,-0.03220859490204058,-0.004672967974138264,0.02222214266768823,-0.04784851725142728,-0.04166665552839011,0.033726783909817315,0.12121215808513132,0.0327610173773222,,0.20869566479342203,0.024249427465027697,0.005971542452838082
2021-02-10,0.03387533735258366,-0.012529030425720702,0.03589740078516726,-0.017211687713843207,0.03378655456769531,-0.0010703063114730767,0.0012036394691564256,-0.00866646062346732,-0.10316198709808887,-0.013424993608267526,-0.08297875586976411,0.008731321314250013,-0.03967670650073072,0.04437404316124449,-0.01173710651279191,0.012077331596645702,0.07375274500293261,-0.012725130766829356,0.017400719461036093,0.08890469151451684,0.06106867561542649,,0.5899281013604873,-0.010710289543912111,0.0030529782127625264
