index,PLTR,RKT,ONE,AMC,REAL,SPCE,AMD,DD,GME,TSLA,CRSR,RH,BB,CLOV,NOK,AM,WISH,UWMC,BY,MVIS,NIO,APP,SNDL,AAL,TD
2021-01-28,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-29,0.02664051505901495,0.14030969896405052,-0.013262586888394915,0.6581692039228614,0.0,0.05543955824195817,0.0004570488695341231,-0.0073965667723155035,0.9613118775009323,-0.006499638178406356,0.0034049519925650235,-0.007257454546571841,0.2273037549771716,-0.0014214288929030893,0.09381664648092403,-0.0012148991691691648,0.01581718254914825,-1.542405242763697e-07,0.06208277701243779,0.006906103910986882,0.011307175937801546,,0.008484883864502241,0.0325966928261458,-0.0069385450512200065
2021-02-01,0.004263829578672221,0.012640375050459018,-0.008021382704083474,0.28205125992170055,0.009712818381427837,0.06502590187141534,0.0138954045993383,-0.06570152935346106,-0.025969238281249824,0.026161516217431072,0.027474908620933186,0.006311006589629724,0.03829786859883281,0.012903247859274455,0.08991231149288777,0.02839499247632665,0.05919523460959306,0.024218071139926772,-1.092052380731439e-07,0.028129367863496613,0.03631578411972314,,0.22699386862009982,0.004659284994209428,0.004594497474543699
2021-02-02,0.004122479193835856,0.013463232972726983,0.018918900632614814,-0.28721808975308494,0.02036574322504786,0.08923590175427862,0.009468334097491229,0.011484880508123038,-0.3744000244140626,0.005798924913188735,0.024953053226540917,0.019977652135048287,-0.07928912087068964,0.04055028594690832,-0.030674937697868648,0.010140418623101494,0.025969844567905926,0.03762367282488205,0.015719523595106887,0.009497988161239543,0.0012282802730759466,,-0.10743800920098698,0.011282691943944096,0.008663310942153769
2021-02-03,0.04416501971849219,0.03151870040628845,-0.0026809625769762826,0.13171357892560298,0.009132391530136832,0.028818395603408445,-0.0029259749543618656,-0.00981035779899612,0.24455557929144997,0.004846574331051412,0.028466965957837688,0.006289348946883602,0.014718621081090608,0.007158155038223087,0.022075084000777803,0.007782095878819993,0.0027444228045617847,0.06001935011296645,-0.007710594149218946,0.0550458807332168,0.0034068249085434966,,0.13461537579813007,0.0012055730910013542,0.0006925027931402768
2021-02-04,0.025818690058671875,0.018859088600008563,0.005449585970229892,-0.030100384584838578,0.005327912710970447,-0.002100821675922485,0.003754714226264458,-0.005738025070313913,-0.01320204709832036,0.00036270174883085995,0.031442579768266934,0.004824930614978523,0.009999990463256688,-0.1225806495718554,-0.04468092040124189,4.344495300652151e-08,0.005519139312705765,0.023725811735799688,-6.496816896533599e-08,-0.01187911529510246,0.013970358394034686,,0.033057818671050565,-0.006818229354116496,0.0005170632325309422
2021-02-05,0.017472742172282684,-0.0032451736967541813,0.0668449196156463,0.011283486880723727,0.01200965371924591,0.007858192536244066,0.003529203106928609,-0.0003897605745305181,0.010093475056585732,-0.005870645880193327,0.022454471909944648,0.008692779542161256,-0.018930004070579654,0.02452986115811439,-0.009153279584707066,0.011363554234679314,0.016040997711311532,-0.02021172873049785,0.0005713737381153989,0.01645692909482234,0.0024306112509466784,,0.03478267990573966,0.011494296972654403,0.007898284886666686
2021-02-08,0.09309844507110272,0.014331942451011768,0.008749961853027344,0.007320672224507503,0.002078185599295534,0.030364400464587164,0.0046643461387669664,0.015954828269304493,0.135486955344593,0.0204639625935405,0.029184163346974764,0.007721869308076439,0.04157220028458826,0.008507320501239094,0.014218170031391242,0.007462784295037252,0.01573422551009404,-0.015015116730441223,0.013097986516496168,0.08665511293809619,0.007234933392569855,,0.017699098239743364,0.007562487302373126,0.002909049837738232
2021-02-09,0.02357842737329484,-0.0032377828265737108,0.026315827448943247,-0.05987053330688353,-0.001234517705298122,-0.0033777533637151516,-0.0008746237016183624,-0.010031866276887319,-0.05649998982747396,-0.009612920661152234,0.02196125863605044,-0.0013199808988198967,-0.010901204194004518,0.020210186120684905,-7.58176545180139e-08,0.0036363327945544647,-0.019496605987601074,-0.00841219465044497,0.007119397680692888,-0.04483694534234749,-0.0020314699933082964,,0.08593751309672344,-0.0016882772016137224,-0.00016972194910643573
2021-02-10,-0.0005238837837479434,0.0014117007503602964,0.004975119657066306,0.03818182511763139,0.001996774569985971,-0.012693956368257507,0.00648989455641757,0.011977871483808349,0.009143293021591073,-0.0068514199299259,-0.03579423403824459,0.01055267152017282,-0.02680570381020904,0.0015197916410009042,0.004773292352587914,0.003592772757624125,0.005756859882865432,0.003233037290226431,0.0016059049384621012,0.02751683299216565,-0.00461490952933107,,0.33939398186703884,0.006307264887298556,0.0005075632962391851
