REAL,REAL_vol,REAL_high,REAL_low,positive,neutral,negative
0.0,1618700,18.32500076293945,17.45999908447266,77.0,0.0,0.0
-0.009491908304985596,1404100,18.10000038146973,17.5,31.0,3.0,0.0
0.0033388685717862204,2057600,18.64999961853027,17.42000007629395,0.0,76.0,0.0
-0.039930474496000935,1825600,18.25,17,0.0,75.0,0.0
-0.021880593883626,1919800,17.54999923706055,16.67000007629395,13.0,102.0,5.0
-0.021135289417704862,1844800,17.23999977111816,16.29000091552734,16.0,64.0,3.0
-0.008526150365282382,2461400,16.93000030517578,15.5600004196167,13.0,26.0,0.0
0.004244978520061258,2772000,16.88999938964844,15.625,63.0,0.0,0.0
0.04737144541440209,3644000,17.55500030517578,16.61000061035156,,,
-0.0058105977216432615,3645500,18.10000038146973,16.61000061035156,,,
-0.0105694885830685,2109400,17.39999961853027,16.45000076293945,,,
0.0017584279153557867,2025900,17.46999931335449,16.64999961853027,,,
-0.013064092123578763,2067100,17.05999946594238,16.18000030517578,,,
0.00941175573012408,1173700,17.3799991607666,16.86000061035156,,,
0.0029325067036877115,1467200,17.32999992370605,16.70000076293945,,,
-0.0327073895028821,2709400,17.07999992370605,16.18000030517578,,,
-0.025465828428426502,1925900,16.94000053405762,16.09000015258789,25.0,0.0,0.0
-0.011942208414824459,2469900,16.28000068664551,15.39999961853027,55.0,0.0,0.0
-0.028442118473719066,1758500,16.23500061035156,15.40499973297119,44.0,56.0,0.0
0.04975432343078121,6263500,16.93000030517578,15.25,47.0,48.0,0.0
0.004281326800674139,2594800,16.625,16.02000045776367,0.0,84.0,0.0
-0.007393767259272733,3495200,16.61499977111816,16.20000076293945,8.0,56.0,0.0
-0.2193838490279869,12099200,14.6899995803833,13.22000026702881,0.0,54.0,0.0
0.06857939432137342,5188200,14.42500019073486,13.39000034332275,0.0,91.0,0.0
-0.019258166567308846,3880400,14.25,13.60999965667725,61.0,14.0,0.0
-0.05097453503730755,2557900,13.9399995803833,13.31999969482422,64.0,0.0,0.0
