,neg,neu,pos,compound,label
23073,0,0.74,0.26,0.6399,Positive
23074,0.699,0.301,0,-0.7881,Negative
23075,0.135,0.529,0.335,0.5267,Positive
23076,0.149,0.851,0,-0.4215,Negative
23077,0,0.653,0.347,0.4926,Positive
23078,0.2,0.8,0,-0.3612,Negative
23079,0.191,0.809,0,-0.5106,Negative
23080,0,0.804,0.196,0.4902,Positive
23081,0,1,0,0,Neutral
23082,0,0.722,0.278,0.6124,Positive
23083,0,0.865,0.135,0.4215,Positive
23084,0,0.849,0.151,0.2411,Positive
23085,0,1,0,0,Neutral
23086,0,0.229,0.771,0.5229,Positive
23087,0,0.709,0.291,0.6249,Positive
23088,0,1,0,0,Neutral
23089,0.097,0.903,0,-0.2617,Negative
23090,0,0.792,0.208,0.3331,Positive
23091,0,1,0,0,Neutral
23092,0.15,0.85,0,-0.3919,Negative
23093,0.098,0.902,0,-0.0516,Negative
23094,0,1,0,0,Neutral
23095,0.306,0.694,0,-0.296,Negative
23096,0.242,0.439,0.319,0.1338,Positive
23097,0,0.775,0.225,0.4404,Positive
23098,0,1,0,0,Neutral
23099,0,1,0,0,Neutral
23100,0,0.755,0.245,0.3818,Positive
23101,0,0.5,0.5,0.4588,Positive
23102,0,0.824,0.176,0.6209,Positive
23103,0.241,0.759,0,-0.2263,Negative
23104,0.153,0.847,0,-0.4019,Negative
23105,0,1,0,0,Neutral
23106,0.254,0.746,0,-0.4717,Negative
23107,0,1,0,0,Neutral
23108,0,1,0,0,Neutral
23109,0.279,0.721,0,-0.7351,Negative
23110,0,1,0,0,Neutral
23111,0.361,0.5,0.139,-0.6124,Negative
23112,0.136,0.864,0,-0.296,Negative
23113,0.23,0.77,0,-0.3382,Negative
23114,0.268,0.732,0,-0.7572,Negative
23115,0.128,0.872,0,-0.2637,Negative
23116,0,1,0,0,Neutral
23117,0,1,0,0,Neutral
23118,0,1,0,0,Neutral
23119,0,0.676,0.324,0.34,Positive
23120,0.268,0.732,0,-0.4451,Negative
23121,0.256,0.744,0,-0.6289,Negative
23122,0.35,0.492,0.158,-0.4503,Negative
23123,0,1,0,0,Neutral
23124,0.423,0.577,0,-0.296,Negative
23125,0,1,0,0,Neutral
23126,0,1,0,0,Neutral
23127,0,1,0,0,Neutral
23128,0.135,0.671,0.195,0.2247,Positive
23129,0,1,0,0,Neutral
23130,0,1,0,0,Neutral
23131,0.286,0.504,0.21,-0.2263,Negative
23132,0,1,0,0,Neutral
23133,0,1,0,0,Neutral
23134,0.095,0.692,0.213,0.4678,Positive
23135,0.4,0.286,0.314,0.0258,Neutral
23136,0,0.783,0.217,0.3595,Positive
23137,0,1,0,0,Neutral
23138,0,1,0,0,Neutral
23139,0.197,0.757,0.046,-0.5859,Negative
23140,0.384,0.616,0,-0.3595,Negative
23141,0,1,0,0,Neutral
23142,0,1,0,0,Neutral
23143,0.328,0.672,0,-0.6597,Negative
23144,0,1,0,0,Neutral
23145,0,1,0,0,Neutral
23146,0,1,0,0,Neutral
23147,0,0.86,0.14,0.0772,Positive
23148,0,1,0,0,Neutral
23149,0,0.294,0.706,0.34,Positive
23150,0.368,0.632,0,-0.5423,Negative
23151,0,0.574,0.426,0.6652,Positive
23152,0.31,0.69,0,-0.5426,Negative
23153,0,0.643,0.357,0.6652,Positive
23154,0,1,0,0,Neutral
23155,0,1,0,0,Neutral
23156,0,0.529,0.471,0.8402,Positive
23157,0.136,0.864,0,-0.296,Negative
23158,0.48,0.52,0,-0.5707,Negative
23159,0.293,0.707,0,-0.4404,Negative
23160,0,1,0,0,Neutral
23161,0,1,0,0,Neutral
23162,0,0.556,0.444,0.34,Positive
23163,0,1,0,0,Neutral
23164,0,1,0,0,Neutral
23165,0,1,0,0,Neutral
23166,0.158,0.842,0,-0.4588,Negative
23167,0.111,0.889,0,-0.4344,Negative
23168,0,1,0,0,Neutral
23169,0.307,0.693,0,-0.7351,Negative
23170,0,0.823,0.177,0.4215,Positive
23171,0,1,0,0,Neutral
23172,0,1,0,0,Neutral
23173,0.236,0.539,0.225,-0.033,Neutral
23174,0.085,0.697,0.219,0.4019,Positive
23175,0,1,0,0,Neutral
23176,0,1,0,0,Neutral
23177,0,1,0,0,Neutral
23178,0,1,0,0,Neutral
23179,0,1,0,0,Neutral
23180,0,0.633,0.367,0.7488,Positive
23181,0.156,0.822,0.023,-0.7851,Negative
23182,0.347,0.653,0,-0.8773,Negative
23183,0,1,0,0,Neutral
23184,0,0.81,0.19,0.8151,Positive
23185,0,1,0,0,Neutral
23186,0.211,0.722,0.067,-0.8402,Negative
23187,0,0.822,0.178,0.2382,Positive
23188,0.115,0.885,0,-0.2382,Negative
23189,0,0.544,0.456,0.8765,Positive
23190,0.303,0.607,0.089,-0.717,Negative
23191,0,1,0,0,Neutral
23192,0.111,0.889,0,-0.4993,Negative
23193,0.315,0.685,0,-0.3182,Negative
23194,0,0.804,0.196,0.296,Positive
23195,0,1,0,0,Neutral
23196,0,0.527,0.473,0.5562,Positive
23197,0,1,0,0,Neutral
23198,0,0.778,0.222,0.4824,Positive
23199,0,0.868,0.132,0.4404,Positive
23200,0.141,0.859,0,-0.3182,Negative
23201,0,0.922,0.078,0.2401,Positive
23202,0.253,0.747,0,-0.7777,Negative
23203,0,1,0,0,Neutral
23204,0,1,0,0,Neutral
23205,0,1,0,0,Neutral
23206,0.117,0.883,0,-0.4927,Negative
23207,0,0.5,0.5,0.9001,Positive
23208,0,0.833,0.167,0.296,Positive
23209,0.111,0.737,0.153,0.2011,Positive
23210,0.063,0.654,0.283,0.7717,Positive
23211,0,0.909,0.091,0.0772,Positive
23212,0.148,0.645,0.206,0.2263,Positive
23213,0,1,0,0,Neutral
23214,0,1,0,0,Neutral
23215,0.194,0.707,0.099,-0.4019,Negative
23216,0,1,0,0,Neutral
23217,0,1,0,0,Neutral
23218,0,0,1,0.4939,Positive
23219,0,0.888,0.112,0.2846,Positive
23220,0.06,0.726,0.214,0.5574,Positive
23221,0,1,0,0,Neutral
23222,0,1,0,0,Neutral
23223,0,0.838,0.162,0.4015,Positive
23224,0,1,0,0,Neutral
23225,0,1,0,0,Neutral
23226,0,0.727,0.273,0.3089,Positive
23227,0,1,0,0,Neutral
23228,0,1,0,0,Neutral
23229,0.343,0.381,0.276,-0.1779,Negative
23230,0.203,0.676,0.121,-0.4021,Negative
23231,0.31,0.69,0,-0.6705,Negative
23232,0,1,0,0,Neutral
23233,0,1,0,0,Neutral
23234,0,1,0,0,Neutral
23235,0.236,0.764,0,-0.4753,Negative
23236,0.337,0.421,0.242,-0.1449,Negative
23237,0,1,0,0,Neutral
23238,0,1,0,0,Neutral
23239,0,0.646,0.354,0.5093,Positive
23240,0,0.941,0.059,0.2382,Positive
23241,0,1,0,0,Neutral
23242,0.2,0.609,0.191,-0.0258,Neutral
23243,0,1,0,0,Neutral
23244,0.063,0.716,0.221,0.6858,Positive
23245,0,1,0,0,Neutral
23246,0,1,0,0,Neutral
23247,0,1,0,0,Neutral
23248,0.292,0.708,0,-0.5106,Negative
23249,0,0.522,0.478,0.7506,Positive
23250,0,0.835,0.165,0.7263,Positive
23251,0,0.877,0.123,0.2732,Positive
23252,0,0.233,0.767,0.5106,Positive
23253,0,1,0,0,Neutral
23254,0,1,0,0,Neutral
23255,0.425,0.575,0,-0.5707,Negative
23256,0,1,0,0,Neutral
23257,0,1,0,0,Neutral
23258,0.105,0.731,0.164,0.3167,Positive
23259,0,1,0,0,Neutral
23260,0.231,0.769,0,-0.5574,Negative
23261,0.041,0.775,0.184,0.7457,Positive
23262,0.433,0.567,0,-0.7269,Negative
23263,0,0.689,0.311,0.7059,Positive
23264,0,1,0,0,Neutral
23265,0.106,0.745,0.149,0.5917,Positive
23266,0,1,0,0,Neutral
23267,0,0.541,0.459,0.5267,Positive
23268,0,1,0,0,Neutral
23269,0.324,0.676,0,-0.34,Negative
23270,0,1,0,0,Neutral
23271,0.333,0.667,0,-0.6124,Negative
23272,0,1,0,0,Neutral
23273,0.443,0.557,0,-0.6568,Negative
23274,0,1,0,0,Neutral
23275,0,1,0,0,Neutral
23276,0,1,0,0,Neutral
23277,0,1,0,0,Neutral
23278,0,1,0,0,Neutral
23279,0,0.644,0.356,0.8074,Positive
23280,0,0.408,0.592,0.4404,Positive
23281,0.071,0.71,0.219,0.6027,Positive
23282,0,0.906,0.094,0.5334,Positive
23283,0,0.455,0.545,0.34,Positive
23284,0,0.595,0.405,0.5267,Positive
23285,0.094,0.906,0,-0.1695,Negative
23286,0.242,0.758,0,-0.6249,Negative
23287,0,0.417,0.583,0.4215,Positive
23288,0.778,0.222,0,-0.7906,Negative
23289,0,0.571,0.429,0.4588,Positive
23290,0.2,0.8,0,-0.128,Negative
23291,0.167,0.833,0,-0.5267,Negative
23292,0.181,0.725,0.093,-0.4019,Negative
23293,0,0.548,0.452,0.5106,Positive
23294,0.187,0.813,0,-0.3182,Negative
23295,0,1,0,0,Neutral
23296,0.115,0.885,0,-0.4592,Negative
23297,0.199,0.561,0.24,0.1331,Positive
23298,0,1,0,0,Neutral
23299,0.161,0.839,0,-0.0387,Neutral
23300,0,1,0,0,Neutral
23301,0,1,0,0,Neutral
23302,0,0.781,0.219,0.4215,Positive
23303,0,1,0,0,Neutral
23304,0,0.858,0.142,0.3595,Positive
23305,0,1,0,0,Neutral
23306,0,1,0,0,Neutral
23307,0,0.5,0.5,0.4588,Positive
23308,0,0.476,0.524,0.5106,Positive
23309,0,0.854,0.146,0.3382,Positive
23310,0.365,0.635,0,-0.3182,Negative
23311,0,1,0,0,Neutral
23312,0,1,0,0,Neutral
23313,0.182,0.548,0.271,0.2059,Positive
23314,0,1,0,0,Neutral
23315,0,0.718,0.282,0.7096,Positive
23316,0.212,0.678,0.11,-0.296,Negative
23317,0,1,0,0,Neutral
23318,0,0.906,0.094,0.2411,Positive
23319,0,1,0,0,Neutral
23320,0,0.542,0.458,0.7249,Positive
23321,0,1,0,0,Neutral
23322,0.365,0.635,0,-0.3182,Negative
23323,0,1,0,0,Neutral
23324,0,1,0,0,Neutral
23325,0,0.661,0.339,0.5562,Positive
23326,0.412,0.588,0,-0.1027,Negative
23327,0,0.745,0.255,0.34,Positive
23328,0,0.891,0.109,0.2411,Positive
23329,0,1,0,0,Neutral
23330,0,1,0,0,Neutral
23331,0,1,0,0,Neutral
23332,0,0.649,0.351,0.4019,Positive
23333,0,1,0,0,Neutral
23334,0,0.656,0.344,0.2732,Positive
23335,0,1,0,0,Neutral
23336,0,1,0,0,Neutral
23337,0,0.779,0.221,0.1779,Positive
23338,0,0.864,0.136,0.5106,Positive
23339,0.206,0.794,0,-0.6369,Negative
23340,0,0.864,0.136,0.296,Positive
23341,0.096,0.692,0.212,0.4331,Positive
23342,0,1,0,0,Neutral
23343,0.144,0.856,0,-0.4019,Negative
23344,0,0.753,0.247,0.3182,Positive
23345,0.121,0.588,0.291,0.4174,Positive
23346,0.119,0.881,0,-0.4767,Negative
23347,0.063,0.847,0.09,0.25,Positive
23348,0,0.706,0.294,0.3612,Positive
23349,0.397,0.382,0.221,-0.3182,Negative
23350,0,1,0,0,Neutral
23351,0,1,0,0,Neutral
23352,0,0.615,0.385,0.3612,Positive
23353,0,1,0,0,Neutral
23354,0,0.907,0.093,0.4753,Positive
23355,0,1,0,0,Neutral
23356,0.31,0.69,0,-0.4019,Negative
23357,0,1,0,0,Neutral
23358,0.259,0.741,0,-0.2732,Negative
23359,0,0.89,0.11,0.1531,Positive
23360,0,0.865,0.135,0.3612,Positive
23361,0.278,0.722,0,-0.7865,Negative
23362,0,0.56,0.44,0.8807,Positive
23363,0,1,0,0,Neutral
23364,0.181,0.645,0.174,-0.0258,Neutral
23365,0,1,0,0,Neutral
23366,0.157,0.799,0.044,-0.7149,Negative
23367,0,1,0,0,Neutral
23368,0.315,0.685,0,-0.3182,Negative
23369,0,1,0,0,Neutral
23370,0,1,0,0,Neutral
23371,0,1,0,0,Neutral
23372,0.173,0.617,0.21,0.1209,Positive
23373,0.167,0.833,0,-0.1027,Negative
23374,0.375,0.625,0,-0.5574,Negative
23375,0.134,0.866,0,-0.357,Negative
23376,0.087,0.913,0,-0.3182,Negative
23377,0,0.714,0.286,0.6369,Positive
23378,0,1,0,0,Neutral
23379,0,1,0,0,Neutral
23380,0,1,0,0,Neutral
23381,0.211,0.789,0,-0.1531,Negative
23382,0,1,0,0,Neutral
23383,0.423,0.577,0,-0.296,Negative
23384,0,0.716,0.284,0.4885,Positive
23385,0.252,0.467,0.28,0.0772,Positive
23386,0.441,0.559,0,-0.4871,Negative
23387,0,0.585,0.415,0.4278,Positive
23388,0,1,0,0,Neutral
23389,0,1,0,0,Neutral
23390,0.14,0.86,0,-0.4153,Negative
23391,0,1,0,0,Neutral
23392,0,1,0,0,Neutral
23393,0.102,0.822,0.077,-0.2225,Negative
23394,0,0.63,0.37,0.5707,Positive
23395,0.133,0.867,0,-0.3182,Negative
23396,0.281,0.625,0.094,-0.4588,Negative
23397,0.09,0.794,0.116,0,Neutral
23398,0,1,0,0,Neutral
23399,0,1,0,0,Neutral
23400,0,0.484,0.516,0.4939,Positive
23401,0.14,0.86,0,-0.3818,Negative
23402,0,1,0,0,Neutral
23403,0,1,0,0,Neutral
23404,0,0.885,0.115,0.0772,Positive
23405,0.271,0.643,0.085,-0.8934,Negative
23406,0,0.833,0.167,0.1531,Positive
23407,0,0.588,0.412,0.5994,Positive
23408,0,1,0,0,Neutral
23409,0,1,0,0,Neutral
23410,0.329,0.671,0,-0.5319,Negative
23411,0,1,0,0,Neutral
23412,0,1,0,0,Neutral
23413,0.155,0.714,0.131,0.0772,Positive
23414,0,0.351,0.649,0.8126,Positive
23415,0,1,0,0,Neutral
23416,0.211,0.789,0,-0.7531,Negative
23417,0.072,0.736,0.192,0.802,Positive
23418,0,1,0,0,Neutral
23419,0.268,0.732,0,-0.296,Negative
23420,0.171,0.829,0,-0.5106,Negative
23421,0,1,0,0,Neutral
23422,0,1,0,0,Neutral
23423,0.113,0.887,0,-0.6808,Negative
23424,0.143,0.857,0,-0.1695,Negative
23425,0,1,0,0,Neutral
23426,0,1,0,0,Neutral
23427,0.095,0.905,0,-0.3182,Negative
23428,0.341,0.659,0,-0.4767,Negative
23429,0,1,0,0,Neutral
23430,0.404,0.596,0,-0.8689,Negative
23431,0.119,0.796,0.085,-0.1779,Negative
23432,0.31,0.69,0,-0.5267,Negative
23433,0,0.513,0.487,0.7685,Positive
23434,0,0.38,0.62,0.5994,Positive
23435,0,1,0,0,Neutral
23436,0,0.912,0.088,0.4003,Positive
23437,0.206,0.794,0,-0.3802,Negative
23438,0.144,0.667,0.189,0.2023,Positive
23439,0,1,0,0,Neutral
23440,0,0.645,0.355,0.7717,Positive
23441,0,1,0,0,Neutral
23442,0,1,0,0,Neutral
23443,0,1,0,0,Neutral
23444,0.08,0.92,0,-0.0772,Negative
23445,0,0.818,0.182,0.25,Positive
23446,0,0.85,0.15,0.4278,Positive
23447,0,1,0,0,Neutral
23448,0,0.556,0.444,0.34,Positive
23449,0,1,0,0,Neutral
23450,0.162,0.838,0,-0.4019,Negative
23451,0.234,0.766,0,-0.5216,Negative
23452,0,1,0,0,Neutral
23453,0.133,0.867,0,-0.284,Negative
23454,0,0.714,0.286,0.34,Positive
23455,0.236,0.764,0,-0.7783,Negative
23456,0,1,0,0,Neutral
23457,0.132,0.868,0,-0.4374,Negative
23458,0,0.76,0.24,0.368,Positive
23459,0,1,0,0,Neutral
23460,0,0.882,0.118,0.4588,Positive
23461,0,1,0,0,Neutral
23462,0,1,0,0,Neutral
23463,0,1,0,0,Neutral
23464,0,0.689,0.311,0.4023,Positive
23465,0,1,0,0,Neutral
23466,0,0.714,0.286,0.3412,Positive
23467,0,1,0,0,Neutral
23468,0.268,0.732,0,-0.5106,Negative
23469,0.216,0.784,0,-0.296,Negative
23470,0.162,0.838,0,-0.4019,Negative
23471,0,1,0,0,Neutral
23472,0.217,0.783,0,-0.6643,Negative
23473,0,0.694,0.306,0.7579,Positive
23474,0,1,0,0,Neutral
23475,0.412,0.588,0,-0.5994,Negative
23476,0.305,0.695,0,-0.2942,Negative
23477,0,1,0,0,Neutral
23478,0,1,0,0,Neutral
23479,0,1,0,0,Neutral
23480,0.25,0.645,0.105,-0.4215,Negative
23481,0,1,0,0,Neutral
23482,0,1,0,0,Neutral
23483,0.141,0.859,0,-0.2023,Negative
23484,0.173,0.827,0,-0.3182,Negative
23485,0,1,0,0,Neutral
23486,0.09,0.646,0.263,0.7469,Positive
23487,0.706,0.294,0,-0.34,Negative
23488,0,0.696,0.304,0.902,Positive
23489,0.161,0.714,0.125,-0.1531,Negative
23490,0,0.435,0.565,0.3818,Positive
23491,0,1,0,0,Neutral
23492,0.433,0.567,0,-0.683,Negative
23493,0.434,0.566,0,-0.3182,Negative
23494,0,1,0,0,Neutral
23495,0,1,0,0,Neutral
23496,0,0.878,0.122,0.2023,Positive
23497,0,1,0,0,Neutral
23498,0,1,0,0,Neutral
23499,0.148,0.742,0.109,-0.2263,Negative
23500,0.13,0.473,0.396,0.6705,Positive
23501,0,1,0,0,Neutral
23502,0,1,0,0,Neutral
23503,0.138,0.756,0.106,-0.6272,Negative
23504,0,1,0,0,Neutral
23505,0,1,0,0,Neutral
23506,0.535,0.465,0,-0.3182,Negative
23507,0.128,0.665,0.207,0.347,Positive
23508,0.259,0.741,0,-0.5423,Negative
23509,0,0.745,0.255,0.34,Positive
23510,0,1,0,0,Neutral
23511,0.203,0.797,0,-0.6239,Negative
23512,0,0.866,0.134,0.1779,Positive
23513,0,1,0,0,Neutral
23514,0,1,0,0,Neutral
23515,0.179,0.662,0.159,-0.0772,Negative
23516,0.174,0.826,0,-0.2263,Negative
23517,0.32,0.445,0.235,-0.328,Negative
23518,0.179,0.617,0.204,-0.1531,Negative
23519,0,0.906,0.094,0.4215,Positive
23520,0.16,0.711,0.129,-0.1759,Negative
23521,0.165,0.709,0.126,-0.128,Negative
23522,0,1,0,0,Neutral
23523,0.101,0.782,0.117,0.0772,Positive
23524,0,1,0,0,Neutral
23525,0,1,0,0,Neutral
23526,0,1,0,0,Neutral
23527,0.232,0.697,0.071,-0.8123,Negative
23528,0,0.728,0.272,0.4559,Positive
23529,0,1,0,0,Neutral
23530,0.069,0.855,0.076,0.0516,Positive
23531,0.141,0.781,0.078,-0.4588,Negative
23532,0.365,0.635,0,-0.3182,Negative
23533,0,1,0,0,Neutral
23534,0,1,0,0,Neutral
23535,0,0.719,0.281,0.4824,Positive
23536,0,1,0,0,Neutral
23537,0,1,0,0,Neutral
23538,0.513,0.487,0,-0.6458,Negative
23539,0.138,0.862,0,-0.4389,Negative
23540,0,1,0,0,Neutral
23541,0.114,0.597,0.289,0.5423,Positive
23542,0.315,0.685,0,-0.3182,Negative
23543,0.296,0.704,0,-0.2732,Negative
23544,0.259,0.741,0,-0.4215,Negative
23545,0.15,0.85,0,-0.6841,Negative
23546,0,1,0,0,Neutral
23547,0,1,0,0,Neutral
23548,0,0.328,0.672,0.7297,Positive
23549,0,1,0,0,Neutral
23550,0.203,0.588,0.209,0.0258,Neutral
23551,0,0.833,0.167,0.296,Positive
23552,0,0.752,0.248,0.5106,Positive
23553,0,1,0,0,Neutral
23554,0,0.58,0.42,0.4404,Positive
23555,0,0.857,0.143,0.128,Positive
23556,0,1,0,0,Neutral
23557,0,0.954,0.046,0.0772,Positive
23558,0,1,0,0,Neutral
23559,0,0.888,0.112,0.5471,Positive
23560,0,1,0,0,Neutral
23561,0,1,0,0,Neutral
23562,0.107,0.732,0.161,0.2732,Positive
23563,0,1,0,0,Neutral
23564,0,1,0,0,Neutral
23565,0,0.75,0.25,0.25,Positive
23566,0,1,0,0,Neutral
23567,0,0.845,0.155,0.7644,Positive
23568,0,0.778,0.222,0.25,Positive
23569,0,1,0,0,Neutral
23570,0,1,0,0,Neutral
23571,0,1,0,0,Neutral
23572,0,0.658,0.342,0.7351,Positive
23573,0.224,0.776,0,-0.3802,Negative
23574,0,0.727,0.273,0.4588,Positive
23575,0,1,0,0,Neutral
23576,0.22,0.78,0,-0.7469,Negative
23577,0,0.77,0.23,0.4003,Positive
23578,0.211,0.789,0,-0.34,Negative
23579,0,0.82,0.18,0.296,Positive
23580,0,1,0,0,Neutral
23581,0,1,0,0,Neutral
23582,0,1,0,0,Neutral
23583,0.126,0.809,0.066,-0.34,Negative
23584,0,1,0,0,Neutral
23585,0,1,0,0,Neutral
23586,0.137,0.497,0.366,0.5719,Positive
23587,0,0.615,0.385,0.3612,Positive
23588,0,1,0,0,Neutral
23589,0.095,0.823,0.082,-0.0772,Negative
23590,0,1,0,0,Neutral
23591,0,1,0,0,Neutral
23592,0,1,0,0,Neutral
23593,0,0.58,0.42,0.8555,Positive
23594,0,0.833,0.167,0.6369,Positive
23595,0,1,0,0,Neutral
23596,0,1,0,0,Neutral
23597,0,0.897,0.103,0.3885,Positive
23598,0,0.89,0.11,0.4738,Positive
23599,0.206,0.638,0.156,-0.1779,Negative
23600,0,0.652,0.348,0.4939,Positive
23601,0.191,0.809,0,-0.3804,Negative
23602,0,1,0,0,Neutral
23603,0,0.723,0.277,0.3182,Positive
23604,0.067,0.856,0.076,0.0772,Positive
23605,0,0.61,0.39,0.7494,Positive
23606,0,1,0,0,Neutral
23607,0,1,0,0,Neutral
23608,0,1,0,0,Neutral
23609,0.122,0.628,0.25,0.7845,Positive
23610,0,0.349,0.651,0.6808,Positive
23611,0,1,0,0,Neutral
23612,0,1,0,0,Neutral
23613,0,1,0,0,Neutral
23614,0,1,0,0,Neutral
23615,0,1,0,0,Neutral
23616,0,1,0,0,Neutral
23617,0.051,0.723,0.226,0.7003,Positive
23618,0,0.633,0.367,0.1877,Positive
23619,0.333,0.667,0,-0.6696,Negative
23620,0.109,0.663,0.228,0.3624,Positive
23621,0,0.476,0.524,0.5267,Positive
23622,0,1,0,0,Neutral
23623,0.261,0.739,0,-0.7178,Negative
23624,0,0.888,0.112,0.34,Positive
23625,0.139,0.506,0.354,0.5498,Positive
23626,0,1,0,0,Neutral
23627,0,0.625,0.375,0.5574,Positive
23628,0,1,0,0,Neutral
23629,0,0.779,0.221,0.7003,Positive
23630,0,1,0,0,Neutral
23631,0,0.615,0.385,0.3612,Positive
23632,0,1,0,0,Neutral
23633,0.232,0.357,0.411,0.4588,Positive
23634,0.136,0.592,0.272,0.3182,Positive
23635,0,0.818,0.182,0.4404,Positive
23636,0,1,0,0,Neutral
23637,0.25,0.75,0,-0.4588,Negative
23638,0,0.92,0.08,0.0772,Positive
23639,0,1,0,0,Neutral
23640,0.255,0.745,0,-0.4724,Negative
23641,0,1,0,0,Neutral
23642,0,1,0,0,Neutral
23643,0,1,0,0,Neutral
23644,0.213,0.787,0,-0.4019,Negative
23645,0.479,0.521,0,-0.5574,Negative
23646,0,1,0,0,Neutral
23647,0,0.769,0.231,0.34,Positive
23648,0.078,0.802,0.12,0.2228,Positive
23649,0.221,0.779,0,-0.5267,Negative
23650,0,0.667,0.333,0.3612,Positive
23651,0,0.851,0.149,0.4215,Positive
23652,0,0.625,0.375,0.5862,Positive
23653,0,1,0,0,Neutral
23654,0.156,0.637,0.207,0.1838,Positive
23655,0.434,0.566,0,-0.3182,Negative
23656,0,1,0,0,Neutral
23657,0,1,0,0,Neutral
23658,0,0.753,0.247,0.3182,Positive
23659,0.164,0.836,0,-0.3727,Negative
23660,0.212,0.668,0.12,-0.3348,Negative
23661,0,1,0,0,Neutral
23662,0,0.637,0.363,0.7402,Positive
23663,0.093,0.782,0.125,0.4749,Positive
23664,0.098,0.791,0.112,0.0772,Positive
23665,0,1,0,0,Neutral
23666,0.12,0.678,0.202,0.3786,Positive
23667,0.206,0.698,0.096,-0.5106,Negative
23668,0,1,0,0,Neutral
23669,0,1,0,0,Neutral
23670,0.158,0.842,0,-0.4574,Negative
23671,0,1,0,0,Neutral
23672,0,1,0,0,Neutral
23673,0,1,0,0,Neutral
23674,0,1,0,0,Neutral
23675,0,1,0,0,Neutral
23676,0,0.857,0.143,0.6688,Positive
23677,0,0.714,0.286,0.4588,Positive
23678,0,0.865,0.135,0.3612,Positive
23679,0,1,0,0,Neutral
23680,0,1,0,0,Neutral
23681,0.388,0.612,0,-0.2263,Negative
23682,0,0.617,0.383,0.4767,Positive
23683,0,1,0,0,Neutral
23684,0,1,0,0,Neutral
23685,0,0.82,0.18,0.296,Positive
23686,0,0.902,0.098,0.3612,Positive
23687,0,1,0,0,Neutral
23688,0,1,0,0,Neutral
23689,0,1,0,0,Neutral
23690,0.365,0.635,0,-0.3182,Negative
23691,0,1,0,0,Neutral
23692,0,1,0,0,Neutral
23693,0,1,0,0,Neutral
23694,0,0.698,0.302,0.3818,Positive
23695,0,1,0,0,Neutral
23696,0.535,0.465,0,-0.3182,Negative
23697,0,1,0,0,Neutral
23698,0,1,0,0,Neutral
23699,0.181,0.819,0,-0.8774,Negative
23700,0,0.667,0.333,0.6688,Positive
23701,0.524,0.476,0,-0.296,Negative
23702,0,1,0,0,Neutral
23703,0.249,0.69,0.061,-0.8402,Negative
23704,0,0.842,0.158,0.5229,Positive
23705,0.296,0.52,0.184,-0.5859,Negative
23706,0.259,0.741,0,-0.5423,Negative
23707,0.071,0.828,0.101,0.3129,Positive
23708,0,1,0,0,Neutral
23709,0.524,0.476,0,-0.5106,Negative
23710,0,1,0,0,Neutral
23711,0,0.59,0.41,0.6761,Positive
23712,0,1,0,0,Neutral
23713,0,1,0,0,Neutral
23714,0,1,0,0,Neutral
23715,0,1,0,0,Neutral
23716,0,0.845,0.155,0.5673,Positive
23717,0,1,0,0,Neutral
23718,0,1,0,0,Neutral
23719,0,1,0,0,Neutral
23720,0,1,0,0,Neutral
23721,0,0.667,0.333,0.3612,Positive
23722,0,1,0,0,Neutral
23723,0,1,0,0,Neutral
23724,0,0.643,0.357,0.6114,Positive
23725,0,0,1,0.4215,Positive
23726,0.407,0.399,0.194,-0.3942,Negative
23727,0.399,0.497,0.104,-0.7983,Negative
23728,0,0.579,0.421,0.6239,Positive
23729,0,0.73,0.27,0.5719,Positive
23730,0,1,0,0,Neutral
23731,0.17,0.667,0.163,-0.0258,Neutral
23732,0.327,0.673,0,-0.5267,Negative
23733,0.291,0.709,0,-0.5081,Negative
23734,0,1,0,0,Neutral
23735,0,1,0,0,Neutral
23736,0.214,0.786,0,-0.4588,Negative
23737,0,1,0,0,Neutral
23738,0,0.909,0.091,0.128,Positive
23739,0.117,0.883,0,-0.2144,Negative
23740,0.178,0.822,0,-0.4648,Negative
23741,0,1,0,0,Neutral
23742,0.316,0.684,0,-0.6825,Negative
23743,0,1,0,0,Neutral
23744,0,0.632,0.368,0.3252,Positive
23745,0,1,0,0,Neutral
23746,0.211,0.789,0,-0.6124,Negative
23747,0.118,0.73,0.152,0.2441,Positive
23748,0,1,0,0,Neutral
23749,0.315,0.685,0,-0.3182,Negative
23750,0,0.536,0.464,0.3818,Positive
23751,0,0.688,0.312,0.6633,Positive
23752,0.161,0.839,0,-0.3182,Negative
23753,0,0.828,0.172,0.4019,Positive
23754,0,1,0,0,Neutral
23755,0,0.727,0.273,0.4588,Positive
23756,0.144,0.856,0,-0.5707,Negative
23757,0,0.743,0.257,0.5423,Positive
23758,0,0.831,0.169,0.8669,Positive
23759,0.027,0.92,0.053,0.3546,Positive
23760,0.508,0.492,0,-0.6329,Negative
23761,0.222,0.778,0,-0.6457,Negative
23762,0,1,0,0,Neutral
23763,0,1,0,0,Neutral
23764,0.697,0.303,0,-0.3182,Negative
23765,0,1,0,0,Neutral
23766,0.275,0.725,0,-0.2263,Negative
23767,0,1,0,0,Neutral
23768,0,1,0,0,Neutral
23769,0,1,0,0,Neutral
23770,0,0.709,0.291,0.6249,Positive
23771,0,0.888,0.112,0.34,Positive
