MVIS,MVIS_vol,MVIS_high,MVIS_low,positive,neutral,negative
0.0070922254442738145,16022100,15.35999965667725,13.90999984741211,127.0,28.0,25.0
-0.017316070038779312,11944800,14.63000011444092,13.27999973297119,4.0,57.0,0.0
0.05521475224295497,14959200,14.93000030517578,12.76000022888184,118.0,1.0,0.0
-0.09970014306544418,9459100,14.42000007629395,13.18000030517578,24.0,57.0,11.0
-0.06891030784424648,10509900,13.94999980926514,12.22000026702881,75.0,7.0,23.0
0.11111114130023167,12578400,14.34000015258789,12.40999984741211,110.0,4.0,0.0
0.07570767941398804,10314600,15.1899995803833,13.77000045776367,28.0,0.0,0.0
-0.007294406978366748,11451600,16.27000045776367,14.94999980926514,73.0,0.0,0.0
-0.07868386391189798,8291900,14.61999988555908,13.51000022888184,34.0,15.0,0.0
0.02510464480619916,5723000,14.48999977111816,13.72000026702881,6.0,67.0,0.0
-0.03388610460755352,5106100,14.55000019073486,13.75,0.0,38.0,39.0
0.032100491318635196,7548400,14.64000034332275,13.21000003814697,14.0,0.0,25.0
0.083173396111096,14039900,15.98999977111816,14.11999988555908,7.0,0.0,82.0
-0.058943080763420024,20658000,16.75,14.28999996185303,11.0,80.0,0.0
0.06759315855850657,13821800,15.94999980926514,14.3100004196167,44.0,85.0,1.0
-0.01474356003923701,28260000,18.47999954223633,15.5,25.0,142.0,4.0
0.13091923574296768,20135700,18.3799991607666,15.85999965667725,0.0,34.0,0.0
0.05774270436615685,30271600,19.67000007629395,17.52000045776367,,,
-0.05715864334804283,12714800,18.70000076293945,17.5,,,
0.1101234341845102,50263500,23,18.02000045776367,,,
0.09314822798086418,31235000,23.45999908447266,20.71999931335449,,,
-0.003595502189036006,18307800,23.26000022888184,21.1200008392334,,,
-0.047058823529411764,7238900,22.09000015258789,20.61000061035156,,,
0.05890167972541598,39214800,24.69000053405762,21.64999961853027,65.0,145.0,0.0
-0.045370348376338264,8668800,22.38999938964844,20.90999984741211,69.0,298.0,0.0
-0.01076272967729946,10542500,21.77000045776367,19.61000061035156,,,
-0.046523053838884526,5700200,21.75,20.40999984741211,0.0,92.0,0.0
0.010179306496144774,5607100,20.80999946594238,19.65999984741211,136.0,58.0,0.0
-0.001942642442073202,4729500,21.23999977111816,20.11000061035156,55.0,65.0,49.0
-0.09288747270841276,8864200,21.06999969482422,18.55999946594238,145.0,27.0,0.0
0.03680978185138206,8757600,19.67000007629395,18.56999969482422,59.0,1.0,0.0
-0.11835332886867618,15248200,18.29999923706055,16.64999961853027,142.0,8.0,0.0
0.000571441650390828,6462100,17.97999954223633,17.10000038146973,173.0,0.0,6.0
0.0,9546800,18.36000061035156,17.20999908447266,14.0,80.0,71.0
-0.016850722309973108,25551600,17.67000007629395,17.04999923706055,86.0,43.0,5.0
0.05646933659924925,7166900,18.55999946594238,17.21999931335449,0.0,5.0,0.0
0.008156586378937779,5257500,18.93000030517578,17.95999908447266,193.0,30.0,0.0
-0.09791041132229499,10909400,18.25,16.72999954223633,50.0,0.0,0.0
-0.02258857498110409,7439000,17.31999969482422,15.89999961853027,150.0,0.0,0.0
-0.024390206080732727,4836300,16.59000015258789,15.68000030517578,45.0,61.0,0.0
-0.010107381439244676,4726300,16.32999992370605,15.35999965667725,81.0,7.0,0.0
-0.038713921354908296,5287800,15.96000003814697,14.60999965667725,26.0,5.0,0.0
0.010389600738664127,5421400,15.63000011444092,14.21000003814697,56.0,36.0,0.0
0.03327060116083666,4027800,16.20000076293945,15.11999988555908,77.0,0.0,0.0
-0.037785010377342776,4115300,16.11000061035156,14.94999980926514,31.0,3.0,0.0
-0.04279892004160157,3513800,15.32999992370605,14.68000030517578,0.0,76.0,0.0
-0.0628158744835181,5095700,15.09000015258789,13.77000045776367,0.0,75.0,0.0
-0.006540708654857645,4395900,14.23999977111816,13.30000019073486,13.0,102.0,5.0
-0.010279026762048496,3608800,14.34000015258789,13.55000019073486,16.0,64.0,3.0
0.003657658409349903,4307500,14.01000022888184,12.90999984741211,13.0,26.0,0.0
0.05135321158598452,3483700,14.5600004196167,13.18000030517578,63.0,0.0,0.0
0.04125082478870518,4484900,15.26000022888184,14.40999984741211,,,
-0.05994354086756653,3581600,15.19999980926514,13.9399995803833,,,
-0.027536239796289778,3201300,14.32999992370605,13.53999996185303,,,
0.019189730628685273,2731900,14.3100004196167,13.64999961853027,,,
-0.04765445831016043,4030100,14.15999984741211,12.94999980926514,,,
0.05754383823327863,3395000,14.47000026702881,13.42000007629395,,,
-0.023706890940902083,2499700,14.61999988555908,13.89999961853027,,,
-0.01089321812227749,2629300,14.30000019073486,13.64999961853027,,,
-0.013991202881079889,3453200,14.06999969482422,13.55000019073486,25.0,0.0,0.0
-0.08901360328051663,7135900,13.55000019073486,12.19999980926514,55.0,0.0,0.0
-0.020458264692066606,6203800,12.88000011444092,12.15999984741211,44.0,56.0,0.0
0.11191860001721614,24926800,15.14000034332275,13.38000011444092,47.0,48.0,0.0
0.10880825111134848,14923000,15.72000026702881,13.53999996185303,0.0,84.0,0.0
0.028930820703346006,10065500,16.3799991607666,14.86999988555908,8.0,56.0,0.0
-0.028460516125330952,4418100,16.30999946594238,15.22999954223633,0.0,54.0,0.0
-0.019788930986438837,3246800,15.5600004196167,14.67000007629395,0.0,91.0,0.0
-0.023632641315243702,2864300,15.14000034332275,14.31999969482422,61.0,14.0,0.0
-0.04886689374291723,2653800,14.69999980926514,14.06999969482422,64.0,0.0,0.0
